ID,Title,url,images,Type,Period,Materials,Measurements,Artist,Description,Illusion,Credit Line
2004.19.1.1.46,Album Leaf from Illustrations of Costumes from the Qianlong Court,https://search.museums.ualberta.ca/21-20255,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_046_s21-03v01.jpg,album leaf,Qing 18th century,ink; silk; paper,sheet: 42.2 cm x 40.8 cm; image: 27.9 cm x 24.4 cm,unknown,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the left leaf of one folio (attached to 2004.19.1.47) depicting the back of a vest. This painting is nearly identical to another leaf found in the album, 2004.19.1.1.44.",On the reverse of the image "(22)" is handwritten in pencil on the upper right corner.,Gift of Sandy and Cécile Mactaggart
2005.5.400,Blue Silk Tapestry Weave Cushion Cover,https://search.museums.ualberta.ca/21-19622,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_400_ve_s21-03v01.jpg,cushion cover,Qing 19th century,ink; tapestry weave; silk; silk satin; embroidery,overall: 107 cm x 134.3 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.93,Blue Silk Gauze Surcoat for a Man,https://search.museums.ualberta.ca/21-19315,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_093_d01_s19-12v01.jpg,surcoat,Qing 19th century,blue silk gauze with embroidered silk rank badges,overall: 120.3 cm x 184 cm; neck to hem: 120.3 cm; cuff to cuff: x 184 cm,unknown,"A black silk gauze (leno weave) surcoat (or bufu) with medallions woven into ground and embroidered rank badges on the front and back. There is a crane, recognizable by the red cap on its head, on the square rank badges, which identifes the wearer as a first-rank civil official. The position of the sun on the left side of the badge (the wearer's right side) indicates that the wearer is a man. Clouds surround the crane, as well as bats, which symbolize good fortune. An ascending and descending dragon can be found in each medallion in the ground of the surcoat. This surcoat has a typical front opening with five brass buttons, and three vents - two at the sides and one in the back. Garments like this were used to represent the wearer's identity to the broader society and, as such, it would have been worn as an outer garment over robes, as seen in the Family Portrait painting (2007.23.1). Consorts and children often wore badges that declared the patriarch's rank as well.",,Gift of Sandy and Cécile Mactaggart
2010.21.2.1,One of a pair of Wool Pile Pillar Carpet,https://search.museums.ualberta.ca/21-24284,https://media.museums.ualberta.ca/UAAC/fullres/2010/2010_021_002_001_ve_g02_s22-02v01.jpg,carpet,,Dyed wool pile,overall: 232.6 cm x 85.5 cm x 1.5 cm,unknown,"One of a pair of Chinese wool pile pillar carpet with pale yellow fields decorated with a five-clawed dragon, surrounded by emblems of the eight Buddhist treasures and clouds. The top portion of the carpet has stellar medallion and pendant designs and the bottom is decorated with a rock, stylized waves and stripes.",,Gift of Sandy and Cécile Mactaggart
2005.5.359,Embroidered Red Silk Hanging,https://search.museums.ualberta.ca/21-19581,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_359_re_s21-03v01.jpg,hanging,Qing 19th century,gold wrapped silk thread; silk floss; silk satin; embroidery; rayon,overall: 245 cm x 144 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.406,Embroidered Blue Silk Gauze Court Dragon Robe for a Man,https://search.museums.ualberta.ca/21-19628,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_406_ve_s20-02v01.jpg,robe,Qing 20th century,dark blue silk gauze brocaded with silk and metal-wrapped threads,overall: 140 cm x 195 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.54,Landscape After Li Cheng Handscroll with Storage Box,https://search.museums.ualberta.ca/21-19119,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_406_ve_s20-02v01.jpg,handscroll set,Ming 17th century,ink and colour on silk,sheet: 45.6 cm x 956.3 cm; image: 40.1 cm x 325.8 cm,Liu Du,A handscroll painting with storage box.,,Gift of Sandy and Cécile Mactaggart
2005.5.429,Yellow Silk Brocade,https://search.museums.ualberta.ca/21-19651,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_429_ve_g02_s20-02v01.jpg,yardage,Qing 19th century,gold wrapped silk thread; silk brocade,overall: 70 cm x 240 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.2.18,Album Leaf from Illustrations of Chinese Costumes,https://search.museums.ualberta.ca/21-19970,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_018_s21-10v01.jpg,album leaf,Qing 18th century,ink; paper,sheet: 17.2 cm x 28 cm; image: 10.5 cm x 16.3 cm,unknown,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. The ink and watercolour drawing on this leaf depicts a man sitting in a sedan chair being carried by two men. The sedan chair consists of two long poles, which sit on the shoulders of the porters, with a seat and a footrest for the passenger. The passenger is dressed like a typical Manchu man, in a mid-length blue robe with a “queue” hairstyle, in which the front and sides of his head are shaved with a long braid down the back. The passenger also holds an umbrella and has luggage secured behind his back. The two porters are wearing short blue tunics over short white pats with straw hats and sandals.",,Gift of Sandy and Cécile Mactaggart
2005.5.436,Blue Silk Tapestry Weave Yardage,https://search.museums.ualberta.ca/21-19658,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_436_re_g02_s22-02v01.jpg,yardage,Qing 20th century,silk; tapestry weave; gold wrapped silk thread,overall: 78 cm x 235 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.559.1.2,Left Side of the Front Panel of a Rank Badge for a Fourth Rank Military Official,https://search.museums.ualberta.ca/21-20644,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_436_re_g02_s22-02v01.jpg,rank badge,Qing 19th-20th centuries,gold wrapped silk thread; silk; silk satin; silver wrapped silk thread; embroidery,overall: 29.5 cm x 15.4 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.333,Embroidered Red Silk Gauze Skirt for a Woman,https://search.museums.ualberta.ca/21-19555,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_333_d01_s19-12v01.jpg,skirt,Qing 19th century,red figured silk embroidered with silk,overall: 118.3 cm x 102.3 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.57.1,Landscape,https://search.museums.ualberta.ca/21-20517,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_057_001_m01_s22-02v01.jpg,hanging scroll,Qing 17th century,ink on paper,sheet: 271.8 cm x 61.2 cm; image: 97.3 cm x 42.8 cm,Wang Shimin,A hanging scroll painting of a mountain landscape.,"Signed by Wang Shimin and impressed with 1 artist. The scroll is impressed with 7 collector's seals, including 2 by Wu Hufan (1894-1968). There is a colophon on the mounting by Wu Hufan.",Gift of Sandy and Cécile Mactaggart
2010.21.4,Brocade Dragon Panel,https://search.museums.ualberta.ca/21-23810,https://media.museums.ualberta.ca/UAAC/fullres/2010/2010_021_004_s23-01v01.jpg,panel,Qing 19th century,Silk brocade embroidered with metal-wrapped threads and with glazed gilt wood frame,overall: 90.5 cm x 97.8 cm x 2.7 cm,unknown,"The panel features a central four-clawed dragon surrounded by auspicious emblems and dragons on a bright blue ground, below a dark blue panel with two dragons flanking a ""long life"" character.",,Gift of Sandy and Cécile Mactaggart
2005.5.515,Silk Brocade Yardage,https://search.museums.ualberta.ca/21-19737,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_515_re_g05_s23-01v01.jpg,yardage,Qing 20th century,gold wrapped silk thread; silk brocade; silk satin,overall: 76 cm x 721 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.281,Blue Silk Yardage for a Man's Jacket,https://search.museums.ualberta.ca/21-19503,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_281_ve_g02_s20-02v01.jpg,yardage,Qing 20th century,silk; silk cut velvet,overall: 65.5 cm x 290.5 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.403,Embroidered Blue Silk Actor's Costume,https://search.museums.ualberta.ca/21-19625,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_281_ve_g02_s20-02v01.jpg,costume,Modern 20th century,pale blue-green silk satin embroidered with silk and metal-wrapped threads,,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.282,Silk Tapestry Weave Hanging Woven with a Military Scene,https://search.museums.ualberta.ca/21-19504,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_282_ve_s21-03v01.jpg,hanging,Qing 20th century,gold wrapped silk thread; silk; silk satin; paint,overall: 212 cm x 152 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.533.1,Embroidered Silk Fragmentary Panel,https://search.museums.ualberta.ca/21-20924,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_533_001_s19-12v01.jpg,panel,Qing 19th century,gold wrapped silk thread; silk; silk brocade; silk floss; embroidery; silk satin,overall: 136.8 cm x 53.5 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.616,Left Side of the Front Panel of a Rank Badge,https://search.museums.ualberta.ca/21-19838,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_616_ve_s19-12v01.jpg,rank badge,Qing 19th century,gold wrapped silk thread; silk floss; silk satin; embroidery,overall: 28.6 cm x 15.3 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.304,Blue Silk Tapestry Weave Surcoat for a Woman,https://search.museums.ualberta.ca/21-19526,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_304_d01_s19-12v01.jpg,surcoat,Qing 19th century,dark blue silk and metal-wrapped thread tapestry weave,overall: 140 cm x 119.4 cm; neck to hem: 140 cm; cuff to cuff: x 119.4 cm,unknown,"A black silk tapestry (kesi) weave surcoat (or bufu) with eight roundels and decorative hem woven into the design. Each roundel contains a similar design of peonies, pheasants, butterflies, and other flowers. The hem is decorated with a thick standing water design, which consists of diagonal multi-coloured stripes, and waves crashing against rocks. Interspersed in the waves are auspicious symbols, such as wan symbols and decorative bells. This surcoat has a typical front opening with five brass buttons, and three vents - two at the sides and one in the back. During the Qing Dynasty (1644-1911) it would have been worn by a Manchu woman overtop of her robes.",,Gift of Sandy and Cécile Mactaggart
2011.16.1,Ceremonial armour,https://search.museums.ualberta.ca/21-23638,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_304_d01_s19-12v01.jpg,ceremonial armour,,"silk, cotton and metal",overall: 83 cm x 104 cm,,"Helmet, two epaulettes, jacket and skirt/apron flats.",,Gift of Sandy and Cécile Mactaggart
2010.20.1.2.6,"Magnificent Record of the Southern Tours, volume 12, chapters 29-31",https://search.museums.ualberta.ca/21-23690,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_002_006_s20-02v01.jpg,book,,"printed woodblock, thread binding",overall: 29.8 cm x 20.5 cm,Gao Jin,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volume 12. Chapters 29-31. Woodblock printed, thread binding.",,Gift of Sandy and Cécile Mactaggart
2005.5.145,Two Red Silk Cut Velvet Hangings,https://search.museums.ualberta.ca/21-19367,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_002_006_s20-02v01.jpg,hanging,Qing 19th century,silk; silk velvet brocade,,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.2.33,Album Leaf from Illustrations of Chinese Costumes,https://search.museums.ualberta.ca/21-20044,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_033_s21-10v01.jpg,album leaf,Qing 18th century,ink; paper,sheet: 17.2 cm x 28 cm; image: 11.3 cm x 18.7 cm,unknown,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. This leaf contains an ink and watercolour depiction of two men. The man on the left wears a short jacket over narrow leggings with a conical hat and holds a spear. The man on the right wears a short jacket over a long robe and holds a drum and sheathed sword, with a flag on his back.",,Gift of Sandy and Cécile Mactaggart
2005.5.538,Embroidered Yellow Silk Fragmentary Panel,https://search.museums.ualberta.ca/21-19760,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_538_re_s23-01v01.jpg,panel,Qing 19th-20th centuries,silk; silk brocade; silk floss; silk satin; embroidery; silk ribbon,overall: 142 cm x 107.9 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.580,Front and Back Panels of a Rank Badge for a Seventh Rank Civil Official,https://search.museums.ualberta.ca/21-19802,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_580_002_re_s19-12v01.jpg,rank badge,Qing 19th-20th centuries,gold wrapped silk thread; silk floss; silk satin; silk twill; silver wrapped silk thread; embroidery,,unknown,"Qing Period (1644-1911), Seventh Rank Civil Official (Mandarin Duck)

(source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)",,Gift of Sandy and Cécile Mactaggart
2005.5.140.2,Silk Tapestry Weave Chair Cover,https://search.museums.ualberta.ca/21-20876,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_140_002_m01_s22-02v01.jpg,chair cover,Qing 20th century,cotton; gold wrapped silk thread; peacock feathers; silk; silk twist; tapestry weave,overall: 183.5 cm x 53.3 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2010.21.9.1,Male Figure from Pair of Guardian Lion Dogs,https://search.museums.ualberta.ca/21-24288,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_140_002_m01_s22-02v01.jpg,sculpture,Modern 20th century,White-marble stone,overall: 168.5 cm x 73.7 cm x 102.9 cm,unknown,Carved white marble lion dog sculpture mounted in a plexi glass case. The lion dog is seated on a tiered rectangular base with lotus petal borders and a brocade pattern covering. The lion's right front paw is resting on a brocade ball.,,Gift of Sandy and Cécile Mactaggart
2009.8.4,Front Panel of a Rank Badge for a Fifth Rank Civil Official,https://search.museums.ualberta.ca/21-22441,https://media.museums.ualberta.ca/UAAC/ppt/2009/09_008_004s01v01d01.jpg,rank badge,Qing 19th century,silk and metal-wrapped thread tapestry weave with ink,overall: 32 cm x 35.3 cm,unknown,Front panel of a rank badge depicting a silver pheasant for a fifth rank civil official.,,Gift of Jean Small
2005.5.309,Blue Silk Tapestry Weave Dragon Robe for a Man,https://search.museums.ualberta.ca/21-19531,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_309_op_s19-12v01.jpg,robe,Qing 20th century,blue silk and metal-wrapped thread tapestry weave with ink details,overall: 143 cm x 222.5 cm; neck to hem: 143 cm; cuff to cuff: x 222.5 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.581.2,Left Side of the Front Panel of a Rank Badge for a Seventh Rank Civil Official,https://search.museums.ualberta.ca/21-20707,https://media.museums.ualberta.ca/UAAC/ppt/2008/08_014_005_001s01v01.jpg,rank badge,Qing 19th century,gold wrapped silk thread; silk; embroidery,overall: 26.8 cm x 14.4 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.499,Embroidered Silk Fragmentary Panel from a Dragon Robe,https://search.museums.ualberta.ca/21-19721,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_499_ve_s21-03v01.jpg,panel,Qing 19th century,gold wrapped silk thread; silk brocade; embroidery,overall: 114 cm x 93.5 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.323,Red Silk Tapestry Weave Informal Robe for a Woman,https://search.museums.ualberta.ca/21-19545,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_323_ve_s21-03v01.jpg,robe,Qing 19th century,red silk and metal-wrapped thread tapestry weave,overall: 134.5 cm x 186 cm; neck to hem: 134.5 cm; cuff to cuff: x 186 cm,unknown,"A red tapestry weave robe with many gold and silver butterflies throughout. The cuffs, neckline, and two side vents are edged with  black tapestry weave borders with a similar butterfly motif. These borders are also edged by a narrow gold metal-wrapped thread and silk floss geometric brocade trim that has a repeating wan symbol (similar to the swastika in form, but not ideology), which has an auspicious meaning of “infinity” or “eternity”. Ruyi, an auspicious wish-granting symbol, sit atop either side vent and are further accentuated by the aforementioned commercial ribbons. The robe is lined with a light yellow plain weave silk. This type of informal robe with wide sleeves and side slits, referred to as a changyi, is a type of informal garment for a Manchu woman. The ""one hundred"" butterflies motif was especially popular among older women, as the homophonous translation of ""butterflies"" (蝶) means 80 or 90 years old and represents longevity.",,Gift of Sandy and Cécile Mactaggart
2005.5.284.4,Red Cut Velvet Chair Cover,https://search.museums.ualberta.ca/21-20937,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_284_004_re_m01_s20-02v01.jpg,chair cover,Qing 19th century,gold wrapped silk thread; silk; silk cut velvet,overall: 177.5 cm x 53.8 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.3.20,Album Leaf from Insects,https://search.museums.ualberta.ca/21-20094,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_003_020_s21-03v01.jpg,album leaf,Qing 18th-19th centuries,ink; paper,sheet: 43.2 cm x 35.4 cm; image: 33.5 cm x 17.3 cm,unknown,A painting of a two butterflies and branch of leaves with purple flowers.,,Gift of Sandy and Cécile Mactaggart
2005.5.608,Right Side of the Front Panel of a Rank Badge,https://search.museums.ualberta.ca/21-19830,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_608_ve_s19-12v01.jpg,rank badge,Qing 19th century,gold wrapped silk thread; silk satin; silver wrapped silk thread; embroidery; paper,overall: 32.7 cm x 35.4 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.130,Red Silk Cut Velvet Hanging with a Central Mediallion,https://search.museums.ualberta.ca/21-19352,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_130_re_s21-03v01.jpg,hanging,Qing 19th century,silk cut velvet; uncut velvet; cotton; gold wrapped silk thread,overall: 346 cm x 187 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.483,Embroidered Cream Silk Bedspread,https://search.museums.ualberta.ca/21-19705,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_483_re_s21-03v01.jpg,bedspread,Qing 19th century,brass; silk; silk twist; silk satin; embroidery,overall: 269.5 cm x 214 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.258,Silk Tapestry Weave Hanging Composed of Fragments of Hangings,https://search.museums.ualberta.ca/21-19480,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_258_s23-01v01.jpg,hanging,Qing 17th-18th centuries,gold wrapped silk thread; silk; silk tapestry weave; peacock feathers; wood; plexiglas; tape,overall: 63.6 cm x 87.8 cm x 2 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.580.1.2,Left Side of the Front Panel of a Rank Badge for a Seventh Rank Civil Official,https://search.museums.ualberta.ca/21-20668,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_258_s23-01v01.jpg,rank badge,Qing 19th-20th centuries,gold wrapped silk thread; silk floss; silk satin; silk twill; silver wrapped silk thread; embroidery,overall: 28.3 cm x 14.6 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.593.2,Back Panel of a Rank Badge for a Fourth Rank Military Official,https://search.museums.ualberta.ca/21-20699,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_593_002_ve_s19-12v01.jpg,rank badge,Qing 19th century,copper-wrapped silk thread; gold wrapped silk thread; ink; linen; silk; silver wrapped silk thread; tapestry weave,overall: 28 cm x 30 cm,unknown,"Qing Period (1644-1911), Fourth Rank Military Official (Tiger)

(source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)",,Gift of Sandy and Cécile Mactaggart
2012.22.1,Uncut robe,https://search.museums.ualberta.ca/21-24258,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_593_002_ve_s19-12v01.jpg,robe,Qing 19th century,tangerine silk satin embroidered with silk and metal-wrapped threads,overall: 146 cm x 148.1 cm,unknown,"half of an uncut, five toed dragon robe. Orange silk twill embroidered with floss silk, plied silk cords, gold wrapped and silver wrapped threads. Patterned with five-clawed dragons chasing flaming pearls amid clusters of clouds interspersed with flying bats carrying wan characters and the eight Buddhist symbols paired with lotus, all above a wave and billow border with slightly wavy lishui stripes. At the Qing dynasty imperial court, this orange tone, known as xinghuang, or apricot yellow, was reserved for the heir apparent and his wife.",,Gift of Adrienne Price and Michael Robinson
2005.5.152.1,Embroidered Silk Legging for a Woman,https://search.museums.ualberta.ca/21-20946,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_152_001_re_s19-12v01.jpg,leggings,Qing 19th century,silk damask edged with blue and black silk satin borders embroidered with silk and metal-wrapped threads,overall: 69.3 cm x 46.4 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.472,Embroidered Cream Silk Sleeve Band,https://search.museums.ualberta.ca/21-19694,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_472_re_s20-02v01.jpg,sleeve band,Qing 19th century,silk; silk brocade; silk floss; silk satin; silk brocade ribbon; embroidery,overall: 97.5 cm x 45.1 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.578.1.2,Left Side of the Front Panel of a Rank Badge for a Fifth Rank Civil Official,https://search.museums.ualberta.ca/21-20661,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_472_re_s20-02v01.jpg,rank badge,Qing 19th-20th centuries,gold wrapped silk thread; silk; silk floss; silk gauze; silk damask; embroidery,overall: 28.2 cm x 14.3 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.167,Embroidered Red Silk Jacket for a Girl,https://search.museums.ualberta.ca/21-19389,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_167_op_s19-12v01.jpg,jacket,Modern 20th century,red silk satin embroidered with silk,overall: 39 cm x 60.5 cm; neck to hem: 39 cm; cuff to cuff: x 60.5 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.2.41,Album Leaf from Illustrations of Chinese Costumes,https://search.museums.ualberta.ca/21-20052,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_041_s21-10v01.jpg,album leaf,Qing 18th century,ink; paper,sheet: 17.2 cm x 28 cm; image: 11.6 cm x 18.6 cm,unknown,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. This leaf contains an ink and watercolour depiction of two women. The woman on the left wears a mid-length jacket over a pleated skirt and accessorizes with a folding fan, collar, and necklace. The woman on the right wears a short jacket over a pleated skirt and accessorizes with a smoking pipe, small purse, and handkerchief. Both women appear to have bound feet.",,Gift of Sandy and Cécile Mactaggart
2022.7.2,Front Panel of a Rank Badge for a Censor,https://search.museums.ualberta.ca/21-27261,https://media.museums.ualberta.ca/UAAC/fullres/2022/2022_007_002_ve_s23-03v01.jpg,rank badge,,Polychrome silk floss and metal-wrapped thread embroidery on silk satin,overall: 30 cm x 29.7 cm,unknown,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. This rank badge depicts a xiezhi, a mythical creature composed of a deer-like body with one horn on its head. Renowned for its ability to discern right from wrong, the xiezhi serves as a symbol of justice that triumphs over evil. In the imperial court, it represented the role of the imperial censor, tasked with overseeing the ethical behaviour of officials.",,Purchased by University of Alberta Museums
2005.5.362,Two Embroidered Silk Roundels,https://search.museums.ualberta.ca/21-19584,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_362_002_re_s19-12v01.jpg,roundel,Modern 20th century,silk floss; silk satin; embroidery,,unknown,"With the fall of the Qing dynasty in 1911, the rank badge system was abolished along with the end of the imperial bureaucracy. However, in 1916, Yuan Shikai attempted to restore the Qing Empire by declaring himself Emperor Hongxian. This pair of embroidered roundels, featuring the Twelve Symbols of Imperial Authority, serves as an example of his effort to invoke imperial imagery. There are nine motifs of the Twelve Symbols embroidered on the roundel, including a pair of cups, seaweed, fire, grain, an axe, a pheasant, a dragon, mountains and the fu character in the centre. Encircling the entire composition is a border of circular ruyi-shaped clouds.",,Gift of Sandy and Cécile Mactaggart
2005.5.403.1,Embroidered Blue Silk Actor's Robe,https://search.museums.ualberta.ca/21-20974,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_403_001_ve_s20-02v01.jpg,robe,Modern 20th century,pale blue-green silk satin embroidered with silk and metal-wrapped threads,overall: 142.8 cm x 148 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.180,Embroidered Brown Silk Dragon Robe for a Woman,https://search.museums.ualberta.ca/21-19402,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_180_ve_s21-03v01.jpg,robe,Qing 19th century,brown silk satin embroidered with silk and metal-wrapped threads,overall: 144.7 cm x 217 cm; neck to hem: 144.7 cm; cuff to cuff: x 217 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.1.1.4,Album Leaf from Illustrations of Costumes from the Qianlong Court,https://search.museums.ualberta.ca/21-20149,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_004_s21-03v01.jpg,album leaf,Qing 18th century,ink; silk; paper,sheet: 42.3 cm x 40.8 cm; image: 34.1 cm x 31.9 cm,unknown,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the left leaf of one folio (attached to 2004.19.1.5), and it contains nine columns of regular script calligraphy that describes the regulations for a winter court skirt for the empress dowager and empress.","皇太后 皇后冬朝裙 謹按 本朝定制  皇太后 皇后冬朝裙 片金加海龍緣 上用紅織金壽字緞 下石青行龍妝緞 皆正幅 有襞積 皇貴妃 貴妃 妃 嬪皆同 皇太子妃亦同… 

													皇太后 皇后冬朝裙 謹按 本朝定制  皇太后 皇后冬朝裙 片金加海龍緣 上用紅織金壽字緞 下石青行龍妝緞 皆正幅 有襞積 皇貴妃 貴妃 妃 嬪皆同 皇太子妃亦同 Translation of the Chinese text: ""Winter court skirt chaoqun for the empress dowager and empress/In accordance with the decree of the present dynasty: The winter court skirt for the Empress Dowager and Empress is adorned with bands of gold on which seal fur is added. Above there is red brocade embroidered in gold with the character for ""long life,"" below azure blue moving dragons on satin, all facing forward. There is a pleated skirt. The [design] for the imperial consorts of the emperor, the imperial concubines, the concubines and the consorts are all the same. The design for the imperial heir apparent is also the same. "" (Translated and transcribed by Lisa Claypool, Ed., China’s Imperial Modern: The Painter’s Craft, Edmonton, AB: University of Alberta Museums, 2012, p. 105)
On the reverse ""(64)"" is handwritten in pencil in the upper right corner. 
Read More +",Gift of Sandy and Cécile Mactaggart
2004.19.79,Rocks and Stream in Bamboo Grove,https://search.museums.ualberta.ca/21-19144,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_079_m01_s22-02v01.jpg,hanging scroll set,Qing 17th century,ink on silk,overall: 231.1 cm x 48 cm; image: 198.5 cm x 47.4 cm,Zhu Sheng,A set of 12 hanging scroll paintings forming  a continuous composition that depicts a landscape scene with a river flowing through rocks and bamboo.,Signed by Zhu Sheng of Qiantang and impressed with 3 artist seals.,Gift of Sandy and Cécile Mactaggart
