Subject,Predicate,Object,ObjectLabel
S2003.8.3618,捐赠来源,Robert O. Muller Collection,donor
S2019.6.2.1-12,对象类型,Photograph,type
S2003.8.2258,对象类型,Print,type
S2003.8.305,制作时间,1930,date
FSC-P-4352,制作时间,11-13th century,date
FSC-P-5724,制作时间,15th-17th century,date
S2003.8.842,标题,"Tonashi Gate, Matsuyama Castle, from the series Collection of scenic views of Japan II, Kansai edition",title
S1992.26,标题,Dasi Ghar Milan,title
FSC-GR-705.28,制作时间,"1855, 7th month",date
S2003.8.2503,标题,Azumabashi In Cherry Blossom Time,title
S2003.8.1398,对象类型,Print,type
S2003.8.997,捐赠来源,Robert O. Muller Collection,donor
F1958.19,对象类型,Painting,type
F2018.4.25a-g,对象类型,Painting,type
S2003.8.3741.9,标题,"Album of sample prints, Vol. IX of XII",title
S2003.8.135,标题,After A Bath,title
F1893.70,对象类型,Print,type
FSC-P-6340,捐赠来源,Gift of Victor and Takako Hauge,donor
F1946.14,标题,"Folio from aMu'nis al-ahrar fi daqa'iq al-ash'ar(Free Man's Guide to the Subtleties of Poetry) by Badr al-Din Jajarmi (d. 1287); The Zodiac constellation of Pisces, the moon, and two registers of birds; reverse: text: verses of poem",title
S2003.8.3262,捐赠来源,Robert O. Muller Collection,donor
S2003.8.1288,对象类型,Print,type
S2003.8.2790.43,制作时间,ca. 1927,date
S2003.8.597,制作时间,1920,date
F1913.147,标题,Kang cover with lotus scrolls and border decoration,title
S2003.8.2805,标题,"Sotoba Komachi, from the series One Hundred Nō Plays",title
S2003.8.667,对象类型,Print,type
S2004.47,标题,Bowl on pedestal foot,title
FSC-L-55a-f,标题,Stacking lacquer sweet storage boxes and lid (fuchidaka),title
FSC-W-44.1-2,对象类型,Container,type
S2003.8.216,对象类型,Print,type
S2003.8.2424,对象类型,Print,type
S2003.8.2854,捐赠来源,Robert O. Muller Collection,donor
S2003.8.925,制作时间,1946,date
F1980.127a-l,标题,Landscapes,title
F1916.679,制作时间,1615-1868,date
F1915.272,制作时间,19th century,date
S2019.6.7.1-20,标题,Piaus I,title
FSC-P-5376,捐赠来源,Gift of Victor and Takako Hauge,donor
F1916.675,对象类型,Costume and Textile,type
F1902.220,捐赠来源,Gift of Charles Lang Freer,donor
S1990.66,制作时间,19th century,date
S2003.8.1248,制作时间,1929,date
S2003.8.1055,捐赠来源,Robert O. Muller Collection,donor
S2003.8.2448,标题,Festival,title
S1995.18a-b,制作时间,1993,date
S2003.8.909,制作时间,1942,date
F1997.40,对象类型,Painting,type
F1898.475,标题,An eagle on a snow-laden blossoming plum tree,title
S2003.8.2515,对象类型,Print,type
S2003.8.2828,对象类型,Print,type
S2003.8.897,制作时间,1940,date
S2003.8.1891,对象类型,Print,type
F1980.192a-c,捐赠来源,"Gift of Myron S. Falk, Jr. and his sisters, Mrs. Mildred F. Loew and Mrs. Eleanor F. Lenzner",donor
S2018.48a-e,标题,Buddhist Teacher,title
S2003.8.3034,捐赠来源,Robert O. Muller Collection,donor
S2012.9.2694,对象类型,Musical Instrument,type
F1902.74,标题,Kenzn-style White Raku tea bowl with flying geese and moon,title
S2003.8.3483,标题,"Goshikihara, from the series Twelve Scenes of the Japan Alps 日本アルプス十二題の内　五色原",title
S2003.8.34,制作时间,1916,date
FSC-T-3,对象类型,Costume and Textile,type
FSC-P-4376,标题,Fragment of a bowl,title
S2018.2.312,对象类型,Photograph,type
FSC-GR-780.77,捐赠来源,"Purchase, The Gerhard Pulverer Collection — Charles Lang Freer Endowment, Friends of the National Museum of Asian Art and the Harold P. Stern Memorial fund in appreciation of Jeffrey P. Cunard and his exemplary service to the Museum as chair of the Board of Trustees (2003-2007)",donor
S2003.8.2563,标题,The March to Peking: A Scene from the Boxer Rebellion,title
S2003.8.2711,制作时间,June 1893,date
S2003.8.508,对象类型,Painting,type
F1953.44,制作时间,1642,date
FSC-P-6477,制作时间,15th-17th century,date
S2003.8.3603,对象类型,Print,type
S2003.8.2559,制作时间,1933,date
nan,标题,[Four workmen],title
S2003.8.535,标题,Camelia,title
S2003.8.1101,制作时间,1879,date
S2003.8.2470,制作时间,1891-1955,date
S2003.8.985,对象类型,Print,type
S2003.8.3770,对象类型,Print,type
FSC-GR-705.48,对象类型,Print,type
FSC-P-4570,标题,Fragment of an unidentifiable vessel,title
S2003.8.2379,捐赠来源,Robert O. Muller Collection,donor
S2003.8.2767a-b,标题,16th Century Battle Of Nobunaga,title
S2003.8.3100,对象类型,Print,type
S2003.8.903,对象类型,Print,type
S2003.8.2363,捐赠来源,Robert O. Muller Collection,donor
F1908.43,标题,Part of a page,title
FSC-P-5350,对象类型,Vessel,type
S2003.8.933,标题,"Carp banner, Toyohama, Kagawa Prefecture",title
S2003.8.3064,捐赠来源,Robert O. Muller Collection,donor
S2003.8.3207,制作时间,ca. 1917-1923,date
S2003.8.931,捐赠来源,Robert O. Muller Collection,donor
S2003.8.1963,捐赠来源,Robert O. Muller Collection,donor
S2003.8.1719,标题,100 Views of Mt. Fuji,title
S2003.8.1917,标题,Irises and kingfisher,title
S2013.2.175,对象类型,Sculpture,type
F1915.293,制作时间,19th century,date
S2003.8.1375.7,制作时间,1882,date
F1901.194,对象类型,Furniture and Furnishing,type
FSC-P-6549,制作时间,15th-17th century,date
S2003.8.3711,捐赠来源,Robert O. Muller Collection,donor
F1905.261,制作时间,16th century,date
F1908.237,捐赠来源,Gift of Charles Lang Freer,donor
S2003.8.2979,捐赠来源,Robert O. Muller Collection,donor
S2003.8.456,捐赠来源,Robert O. Muller Collection,donor
S2003.8.2107,对象类型,Print,type
F1909.3a-b,捐赠来源,Gift of Charles Lang Freer,donor
S2003.8.70,对象类型,Print,type
FSC-P-4353,制作时间,11-13th century,date
F1997.41,标题,Bottle,title
S2012.9.241,对象类型,Sculpture,type
S2003.8.1880,制作时间,1900s,date
FSC-P-4358,捐赠来源,Gift of Mr. and Mrs. Victor Hauge,donor
S2018.1.3,标题,Krishna Vishvarupa,title
S1995.14,捐赠来源,Purchase — Smithsonian Unrestricted Trust Funds,donor
S2003.8.1156,捐赠来源,Robert O. Muller Collection,donor
S2016.24.32,制作时间,"1999-2007, printed 2016",date
S2003.8.994,捐赠来源,Robert O. Muller Collection,donor
S2003.8.3071,捐赠来源,Robert O. Muller Collection,donor
S2012.9.190,制作时间,late 3rd millennium BCE,date
FSC-P-6991a-h,标题,Tea bowl in Irabo style,title
S2003.8.1120,标题,Landscape at Tameike from the series Famous Places of Tokyo (Tōkyō meishō zu) 「多目伊希」,title
S2003.8.3104,对象类型,Print,type
S2003.8.1893,对象类型,Print,type
S2003.8.243,制作时间,1931/9,date
S2003.8.3043,对象类型,Print,type
FSC-GR-779.70a-b,对象类型,Print,type
FSC-P-6300,标题,Sherd,title
FSC-W-41a-f,捐赠来源,"The Kinsey Chanoyu Collection, Gift of Gregory Kinsey",donor
F1960.4,标题,Palace Ladies Playing Double Sixes,title
F1900.47,捐赠来源,Gift of Charles Lang Freer,donor
S2003.8.2272,标题,Spring elegant beauty,title
S2003.8.2498,捐赠来源,Robert O. Muller Collection,donor
FSC-P-5778,捐赠来源,Gift of Victor and Takako Hauge,donor
FSC-P-5367,捐赠来源,Gift of Victor and Takako Hauge,donor
nan,标题,Series 7: Medium Prints,title
S2003.8.130,制作时间,1940,date
FSC-P-3837,捐赠来源,Gift of John C. Shaw,donor
FSC-P-4900,对象类型,Vessel,type
S2003.8.3479,标题,"Tsurugizan in the Morning, from the series Twelve Scenes in the Japan Alps 日本アルプス十二題の内　劔山の朝",title
S2003.8.1386,对象类型,Print,type
F1957.21,标题,Dish,title
F1898.61,对象类型,Painting,type
F1953.4a-b,标题,Dish with design of pair of dragons,title
F1898.14,制作时间,ca. 1715,date
FSC-P-6653,制作时间,15th-17th century,date
S2003.8.3472,对象类型,Print,type
S2003.8.1097,标题,"Powdering The Face, from the series Modern Styles Of Women",title
S2003.8.2326,对象类型,Print,type
S2003.8.1160,对象类型,Print,type
FSC-P-6455,对象类型,Vessel,type
S2003.8.2591,捐赠来源,Robert O. Muller Collection,donor
S2003.8.2539,对象类型,Print,type
S2003.8.3502,制作时间,1931,date
F1953.61,对象类型,Painting,type
S2003.8.795,捐赠来源,Robert O. Muller Collection,donor
S2003.8.1463,捐赠来源,Robert O. Muller Collection,donor
S2022.1.4,制作时间,Early 19th century,date
FSC-P-5424,标题,Sherd,title
S1995.22a-c,捐赠来源,Gift of Lois Conner in honor of her Parents,donor
F1915.290,标题,"Brocade, silk. An oblong hanging",title
FSC-P-5737,对象类型,Vessel,type
S2021.5.40.1-4,标题,"Envelope and three printed cards; Famous Actors of Today (Tōsei meiyū omokage sōshi); Onoe Baikō VI as Otomi, Matsumoto Kōshirō VII as Izutsuya Tazaemon, and Ichimura Uzaemon XV as Kirare Yosaburō 「尾上 梅幸 おとみ」 「松本幸四郎 井筒屋太左衛門」 「市村羽左衛門 切られ与三郎」 『當世名優面影双紙』",title
S2003.8.1700,制作时间,ca. 1904,date
S2022.4.1,标题,"Huanghuali roundback-chair, one of four",title
S2003.8.1291,制作时间,April 1895,date
F1903.195,标题,Bowl,title
S2006.8,制作时间,1850-1875,date
S2003.8.2612,制作时间,1894,date
S1986.47,制作时间,1579-80 (987 A.H.),date
S2003.8.3267,对象类型,Print,type
S2003.8.2684,对象类型,Print,type
S2003.8.1104,对象类型,Print,type
S2003.8.806,标题,"Winter in Kamigamo, Kyoto, from the series Collection of scenic views of Japan II, Kansai edition",title
F1998.47,对象类型,Painting,type
FSC-P-5009,制作时间,15th-17th century,date
S2003.8.1728,捐赠来源,Robert O. Muller Collection,donor
F1915.88,对象类型,Costume and Textile,type
S2003.8.565,对象类型,Print,type
FSC-P-4949,对象类型,Vessel,type
S2003.8.2517,标题,Evening Along The Kamo River,title
S2012.9.4376,捐赠来源,"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",donor
S2003.8.3057,对象类型,Print,type
S2003.8.1669,标题,Monkey Reaching for the Moon,title
FSC-P-4472,捐赠来源,Gift of Mr. and Mrs. Victor Hauge,donor
S2013.29.2,捐赠来源,The Alice S. Kandell Collection,donor
S2003.8.1381,捐赠来源,Robert O. Muller Collection,donor
nan,标题,[Samurai in winter dress],title
F1904.437,制作时间,19th century,date
S2003.8.3297,对象类型,Print,type
nan,标题,"[Nikko: doorway, window and carvings]",title
FSC-P-6505,捐赠来源,Gift of Victor and Takako Hauge,donor
S2003.8.2880,制作时间,1922-1927,date
nan,标题,South Asia Photography Collection,title
S2003.8.1684,标题,Traveller Sees Bird,title
S2003.8.1197,捐赠来源,Robert O. Muller Collection,donor
F1893.47,标题,The Storm,title
S2003.8.2303,标题,Spring Evening,title
S2021.5.456,制作时间,early 17th century,date
S2003.8.425,制作时间,ca. 1900,date
S2003.8.1391,制作时间,ca. 1930,date
S2003.8.1251,制作时间,ca.1930s,date
S2003.8.2126,捐赠来源,Robert O. Muller Collection,donor
S2003.8.790,标题,Snow at Sekiguchi,title
S2010.18.120,捐赠来源,Bequest of Charles H.W. Verbeck,donor
S2003.8.203,标题,"Susaki, from the series True Pictures of Famous Places in Tokyo",title
F1902.8,对象类型,Vessel,type
nan,制作时间,1925 April 28-30,date
F1944.20a-j,标题,Small cabinet (kodansu),title
S2003.8.3833.27,标题,"Dish for ink or pigment, from a set of tools for carving blocks and printing wood-block prints",title
F1937.8,制作时间,mid-16th century,date
FSC-P-5778,标题,Sherd,title
F1893.86,标题,Whistler with the White Lock,title
S2003.8.1177,对象类型,Print,type
S2003.8.1972,标题,Two Carp,title
S2003.8.56,标题,Fighting in Snow Near Kaijo,title
FSC-T-80a-c,制作时间,late 20th-early 21st century,date
FSC-P-4380,制作时间,11th-13th century,date
FSC-P-4426,对象类型,Vessel,type
S2003.8.387,制作时间,1958/6,date
F1911.385,捐赠来源,Gift of Charles Lang Freer,donor
S2003.8.1096,对象类型,Print,type
F1911.185,制作时间,17th-18th century,date
S2003.8.2933,标题,Moored boats,title
F1982.11a-d,制作时间,Chime: 1716; stand and box: 19th-20th century,date
S2003.8.626,标题,"Nigatsudō temple, Nara, from the series Souvenirs of Travels, Second Collection 旅みやげ第二集　奈良二月堂",title
S2003.8.3744,标题,Album of sample woodblock prints of birds and flowers,title
S2003.8.333,对象类型,Print,type
S1987.107,对象类型,Vessel,type
S2003.8.1398,捐赠来源,Robert O. Muller Collection,donor
FSC-P-4901,对象类型,Vessel,type
S2003.8.3069,制作时间,1902,date
F1939.62a-b,制作时间,19th century to 1930s,date
F1991.9a-h,捐赠来源,Purchase — funds provided by the bequest of Edith Ehrman,donor
F1915.264,捐赠来源,Gift of Charles Lang Freer,donor
nan,标题,Felix Bonfils Photographs,title
S2004.65,标题,Wall hanging,title
S2003.8.5,标题,Captain Nezu and Iida Establish Connection between the Army and the Navy,title
F2012.1,对象类型,Vessel,type
S2003.8.216,捐赠来源,Robert O. Muller Collection,donor
S2003.8.769,捐赠来源,Robert O. Muller Collection,donor
FSC-P-5019,制作时间,15th-17th century,date
F1957.6,对象类型,Painting,type
FSC-P-3839,对象类型,Vessel,type
S2003.8.228,捐赠来源,Robert O. Muller Collection,donor
FSC-T-59a-c,捐赠来源,"The Kinsey Chanoyu Collection, Gift of Gregory Kinsey",donor
S2003.8.3536,捐赠来源,Robert O. Muller Collection,donor
FSC-P-5344,制作时间,15th-17th century,date
S2003.8.2724,制作时间,1868-1900,date
S2003.8.2790.18,标题,"Dondaro, from the series Fifty Kyogen Plays",title
F1951.7b,对象类型,Musical Instrument,type
F1930.66,制作时间,8th-9th century,date
FSC-P-4126,捐赠来源,Gift of Ruth Meyer Epstein,donor
F1899.100a-b,捐赠来源,Gift of Charles Lang Freer,donor
S2003.8.2828,捐赠来源,Robert O. Muller Collection,donor
S2003.8.1484,标题,Scene from the Sino-Japanese War,title
S2003.8.779,对象类型,Print,type
F1912.102,标题,Jar,title
S1989.20,制作时间,1700-1800,date
S2003.8.2882,制作时间,1922-1927,date
S2003.8.2118,捐赠来源,Robert O. Muller Collection,donor
S2003.8.3716,标题,Terrible scene of spread of fire at Asakusa 浅草広小路仲見世付近延焼惨状,title
S1987.347a-b,捐赠来源,Gift of Arthur M. Sackler,donor
F1944.45,捐赠来源,Purchase — Charles Lang Freer Endowment,donor
S2003.8.404,标题,Rouge for nails,title
S2003.8.3754,制作时间,early 20th century,date
S2003.8.2467,标题,Fox and Hat,title
F1907.683,制作时间,19th century,date
S2003.8.170,对象类型,Print,type
FSC-P-6555,捐赠来源,Gift of Victor and Takako Hauge,donor
S2003.8.2728,对象类型,Print,type
F1905.262,对象类型,Painting,type
S2003.8.773,制作时间,1932/3,date
F2020.5.55a-c,对象类型,Painting,type
S2003.8.872,制作时间,1937,date
S2003.8.2218,制作时间,1954,date
F1907.105a-e,标题,Writing box containing ink-stone and water holder,title
S2003.8.946,制作时间,1954,date
S2003.8.1287,对象类型,Print,type
S2003.8.2045,标题,Iris,title
FSC-P-4374,对象类型,Vessel,type
F1893.51,制作时间,ca. 1870-1873,date
S2003.8.2184,对象类型,Print,type
FSC-P-6598,制作时间,15th-17th century,date
FSC-P-6987a-g,标题,Tea bowl,title
S2003.8.307,捐赠来源,Robert O. Muller Collection,donor
S2012.9.2563,捐赠来源,"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",donor
FSC-P-6584,对象类型,Vessel,type
S2003.8.2084,对象类型,Print,type
S2003.8.179,标题,Jay Birds On Pine/ Page From “Keinen Gafu”,title
S1994.9,对象类型,Photograph,type
FSC-T-73a-c,对象类型,Costume and Textile,type
FSC-P-5481,标题,Sherd,title
F1901.71,制作时间,late 19th century,date
FSC-P-5402,制作时间,15th-17th century,date
S2003.8.383,标题,Distant View of Mt. Tateyama from Mt. Hakuba,title
F1893.1b,对象类型,Frame,type
FSC-P-6461,捐赠来源,Gift of Victor and Takako Hauge,donor
FSC-P-6582,捐赠来源,Gift of Victor and Takako Hauge,donor
F1909.245a,捐赠来源,Gift of Charles Lang Freer,donor
S2003.8.654,捐赠来源,Robert O. Muller Collection,donor
F1934.24.1-17,标题,Fragment of a section (juz') of a Qur'an,title
nan,标题,"Rajasthan Gardens, Bundi",title
S1987.1a-b,标题,Ritual wine container (zun) in the form of an owl with dragons,title
S2003.8.3063,标题,"Empress Jingu and Takenouchi no Sukune fishing at Chikuzen, from the series Mirror of Famous Generals of Japan",title
S2003.8.603,标题,"Snow at a guest house on pond's edge, from the series The Mitsubishi villa at Fukagawa",title
F1966.4,制作时间,12th century,date
F1916.659,制作时间,1615-1868,date
S2003.8.2047,捐赠来源,Robert O. Muller Collection,donor
S2003.8.868,标题,"Zensetsu Temple, Sanshu, from the series Collection of scenic views of Japan II, Kansai edition",title
F1930.42a-b,制作时间,9th century,date
nan,标题,"Tennoji, Osaka",title
S2003.8.3523,制作时间,1926,date
S2003.8.1872,制作时间,1900s,date
FSC-P-4971,标题,Sherd,title
S2003.8.3104,捐赠来源,Robert O. Muller Collection,donor
S1992.68,标题,Kunj Ekadashi,title
FSC-P-5472,标题,Fragment of an unidentified vessel,title
FSC-W-37,捐赠来源,"The Kinsey Chanoyu Collection, Gift of Gregory Kinsey",donor
S2012.9.4570,捐赠来源,"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",donor
S2013.1,捐赠来源,Anonymous gift in memory of Nasser Ahari,donor
S2013.23a-e,捐赠来源,The Alice S. Kandell Collection,donor
F1958.19,制作时间,mid-14th century,date
S2003.8.3435,标题,"Portrait of a maiko, dancing girl",title
F1906.71b,标题,Frame for Dewing'sPortrait of the Artist's Daughter,title
S1995.9,捐赠来源,Purchase — Smithsonian Unrestricted Trust Funds,donor
F1904.437,对象类型,Print,type
S2020.5.23,捐赠来源,The Alice S. Kandell Collection,donor
S2003.8.892,标题,"Morning in Onomichi, from the series Collection of scenic views of Japan II, Kansai edition",title
S2012.9.4338,标题,Immortals in the mountains,title
S2003.8.2171,标题,River Boat Beneath Bridge,title
S2003.8.1232,对象类型,Print,type
S2003.8.3821,标题,Typical Daughter Of ‘Down Town’ Edo,title
S2003.8.3833.24,制作时间,1950-1956,date
S2018.1.56,捐赠来源,Purchase and partial gift from the Catherine and Ralph Benkaim Collection — funds provided by the Friends of the National Museum of Asian Art,donor
S2003.8.386,捐赠来源,Robert O. Muller Collection,donor
S1995.118.1,对象类型,Print,type
S2003.8.3610,标题,"Kawaguchi Lake, from the series Ten Views of Fuji 富士拾景 河口湖",title
S2017.47a-k,捐赠来源,The Alice S. Kandell Collection,donor
S2003.8.2855,制作时间,1922-1927,date
F1916.686L,标题,"Brocade, silk. Buddhist monk's stole (ohi 被)",title
FSC-T-9,制作时间,19th century,date
S2003.8.1830,捐赠来源,Robert O. Muller Collection,donor
S2003.8.787,制作时间,1932/12,date
F1901.172,捐赠来源,Gift of Charles Lang Freer,donor
S2003.8.2550,捐赠来源,Robert O. Muller Collection,donor
S2003.8.3155,标题,Landscape,title
S2003.8.1040,捐赠来源,Robert O. Muller Collection,donor
nan,标题,Tokyo: View from Atago,title
S2003.8.1842,制作时间,ca. 1910,date
S2023.6.1,标题,Bridal curtain,title
F1911.287,标题,Watching a Staff Change into a Dragon,title
F1915.305,捐赠来源,Gift of Charles Lang Freer,donor
F1905.199,制作时间,1879,date
S2003.8.1482,标题,Explosion At Chinchou Fortress,title
S2013.12,捐赠来源,Gift of Louise Allison Cort,donor
S2003.8.126,制作时间,1924,date
S2012.9.4348,捐赠来源,"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",donor
FSC-P-5021,标题,Sherd,title
S2003.8.1084,制作时间,ca. 1916/17,date
FSC-P-6422,制作时间,15th-17th century,date
S2003.8.814,制作时间,1934/3,date
S2003.8.1614,标题,Hibiya,title
F1953.31,标题,Man with cat,title
S2003.8.2175,制作时间,1833-1891,date
F2020.3,制作时间,1802,date
S2018.2.327,制作时间,2005,date
FSC-P-6519,标题,Fragment of an unidentifiable vessel,title
S2003.8.1678,对象类型,Print,type
S2003.8.3020,制作时间,1886,date
S2003.8.2832,捐赠来源,Robert O. Muller Collection,donor
S2003.8.1897,制作时间,1900s,date
S2003.8.3777,对象类型,Print,type
F1898.87,对象类型,Vessel,type
nan,制作时间,1926,date
S2003.8.1233,对象类型,Print,type
S2003.8.2496,捐赠来源,Robert O. Muller Collection,donor
S2003.8.565,捐赠来源,Robert O. Muller Collection,donor
S1987.1053,制作时间,1973,date
F1954.32,对象类型,Drawing,type
FSC-T-30a-c,制作时间,late 20th-early 21st century,date
F2019.5.4a-f,制作时间,20th century,date
F1897.64,标题,"Tea bowl, hakeme type",title
S2003.8.1095,制作时间,1933,date
F1917.197,对象类型,Costume and Textile,type
S2003.8.3833.3,制作时间,1950-1956,date
F1917.115,捐赠来源,Gift of Charles Lang Freer,donor
FSC-P-4441,对象类型,Vessel,type
S2003.8.1706,标题,100 Views of Mt. Fuji,title
S2003.8.1906,制作时间,1900s,date
S2007.35,捐赠来源,Gift of Guido Goldman,donor
FSC-T-66a-c,制作时间,1988,date
FSC-P-6480,对象类型,Vessel,type
S2003.8.588,对象类型,Print,type
FSC-P-4312,对象类型,Vessel,type
FSC-P-5713,捐赠来源,Gift of Victor and Takako Hauge,donor
S2012.9.2922,对象类型,Sculpture,type
S2003.8.1991,制作时间,1940,date
F1916.686o,对象类型,Costume and Textile,type
S2003.8.3278,对象类型,Print,type
S2018.2.212,标题,Two Geishas at Their Mirrors,title
S2003.8.2827,捐赠来源,Robert O. Muller Collection,donor
F1905.175,对象类型,Print,type
FSC-P-4306,对象类型,Vessel,type
S2003.8.2790.2,捐赠来源,Robert O. Muller Collection,donor
S2012.9.4290,标题,Sitting dog,title
S2012.9.1129,标题,Rectangular plano-convex plaque,title
FSC-GR-705.32,制作时间,"1855, 7th month",date
S2003.8.3401,标题,Intermittent showers,title
S1990.3a-g,对象类型,Sculpture,type
S2003.8.189,捐赠来源,Robert O. Muller Collection,donor
F1909.409,对象类型,Costume and Textile,type
S2003.8.115,捐赠来源,Robert O. Muller Collection,donor
F1932.62,对象类型,Manuscript,type
S1995.61,标题,"Kashgar, Xinjiang",title
F1953.54,对象类型,Drawing,type
FSC-P-4956,对象类型,Vessel,type
S2003.8.1210,捐赠来源,Robert O. Muller Collection,donor
FSC-P-5692,制作时间,15th-17th century,date
nan,标题,Female winter dress,title
S2003.8.529,对象类型,Painting,type
S2003.8.1263,捐赠来源,Robert O. Muller Collection,donor
FSC-P-4773,捐赠来源,Gift of Betty and John R. Menke,donor
S2003.8.139,捐赠来源,Robert O. Muller Collection,donor
F1953.45,对象类型,Drawing,type
FSC-P-5326,对象类型,Vessel,type
S2003.8.1637,对象类型,Print,type
S2003.8.3458,标题,"Sailing Boats: Afternoon, from the seriesSeto Inland Sea瀬戸内海集　帆船　午後",title
S2003.8.1453,标题,"Pagoda at Dusk, Kyoto",title
S2003.8.391,捐赠来源,Robert O. Muller Collection,donor
S2012.9.4077,对象类型,Container,type
S2003.8.2012,对象类型,Print,type
S2003.8.49,标题,Kobe,title
S2003.8.2008,捐赠来源,Robert O. Muller Collection,donor
nan,标题,Jolo: Moro crowds,title
S2003.8.1382,对象类型,Print,type
F1973.5,制作时间,probably 1576,date
FSC-P-4937,标题,Sherd,title
FSC-P-4386,捐赠来源,Gift of Mr. and Mrs. Victor Hauge,donor
S2003.8.161,对象类型,Print,type
S2003.8.402,制作时间,1905,date
S2003.8.507,捐赠来源,Robert O. Muller Collection,donor
S2021.7.1.7,制作时间,First edition 2007; published 2008,date
S2003.8.2866,对象类型,Print,type
S2003.8.492,捐赠来源,Robert O. Muller Collection,donor
S2003.8.2110,捐赠来源,Robert O. Muller Collection,donor
S2003.8.779,捐赠来源,Robert O. Muller Collection,donor
S2003.8.2790.23,捐赠来源,Robert O. Muller Collection,donor
S2013.2.189,标题,Inscribed stela with undecorated plaque,title
S2003.8.1131,对象类型,Print,type
S2003.8.2904,标题,The Bow And The God Of Yawata,title
FSC-P-4522,制作时间,11th-13th century,date
F1904.314a-c,对象类型,Painting,type
S2003.8.3299,捐赠来源,Robert O. Muller Collection,donor
S2003.8.2790.22,标题,"Naki-ama, from the series Fifty Kyogen Plays",title
S2018.2.323,标题,"Ena Bunraku puppet #3, from series of six",title
S2003.8.356,制作时间,1919-1926,date
S2003.8.2694,捐赠来源,Robert O. Muller Collection,donor
F1902.240a-d,制作时间,16th-17th century,date
S2003.8.2357,标题,Tama River,title
S1995.33,捐赠来源,Gift of Lois Conner in honor of her Parents,donor
S2003.8.1718,制作时间,ca. 1904,date
F1990.18,标题,Knife,title
S2013.2.16,对象类型,Vessel,type
S2003.8.2165,制作时间,1833-1891,date
S2003.8.2335,制作时间,1923-1927,date
S2003.8.1357,对象类型,Print,type
S2004.68,制作时间,mid 19th century,date
FSC-P-6492,捐赠来源,Gift of Victor and Takako Hauge,donor
FSC-P-4932,对象类型,Vessel,type
S2003.8.955,捐赠来源,Robert O. Muller Collection,donor
S2003.8.19,对象类型,Print,type
F1907.302a-b,对象类型,Container,type
S2003.8.1520,对象类型,Print,type
F1907.295,捐赠来源,Gift of Charles Lang Freer,donor
S2003.8.3645,捐赠来源,Robert O. Muller Collection,donor
S2003.8.3606,标题,"Market in Mukden, from the series Korea and Manchuria",title
S2003.8.2705,对象类型,Print,type
FSC-P-5685,制作时间,15th-17th century,date
S2003.8.1190,标题,Summer Night at Asakusa Kurama'e 浅草蔵前夏夜,title
S2003.8.1144,制作时间,1879,date
FSC-GR-705.2,对象类型,Print,type
FSC-P-6627,标题,Sherd,title
S2003.8.1607,捐赠来源,Robert O. Muller Collection,donor
S1992.6,制作时间,20th century,date
FSC-P-6654,对象类型,Unclassified,type
S2003.8.1261,制作时间,1896,date
S2003.8.1678,标题,Horseman Playing Flute,title
S2003.8.2311,捐赠来源,Robert O. Muller Collection,donor
S2003.8.2084,捐赠来源,Robert O. Muller Collection,donor
S2003.8.369,对象类型,Print,type
S2003.8.930,捐赠来源,Robert O. Muller Collection,donor
F2008.1a-c,捐赠来源,Gift of Victor and Takako Hauge,donor
F1906.238,标题,San Biagio,title
F1916.655,对象类型,Costume and Textile,type
S2003.8.131,捐赠来源,Robert O. Muller Collection,donor
F1893.65,捐赠来源,Gift of Charles Lang Freer,donor
S2003.8.2432.1,捐赠来源,Robert O. Muller Collection,donor
nan,标题,Vegetable man,title
F1939.64a-b,标题,Yixing ware Teapot,title
S2012.9.1458,标题,Vessel,title
nan,标题,"(10) East over Mississippi Bay, where Perry came (1854) opening Japan to the world - near Yokohama",title
S2003.8.2301,标题,Nogizaki,title
F1917.179,制作时间,618-907,date
S2003.8.1086,捐赠来源,Robert O. Muller Collection,donor
S1991.160,制作时间,ca. 1879,date
nan,标题,"Archaeology, Tombs",title
FSC-P-6559,捐赠来源,Gift of Victor and Takako Hauge,donor
S2003.8.1057,标题,"Outside Chang Man Gate, Soochow",title
S2003.8.160,对象类型,Print,type
F1913.161,制作时间,1644-1911,date
S2003.3,捐赠来源,Purchase — Smithsonian Unrestricted Trust Funds,donor
FSC-P-6466,标题,Sherd,title
S2003.8.697,对象类型,Print,type
F1953.12,对象类型,Drawing,type
