url,images,Accession Number,Artist,Category,Credit Line,Culture,Date Made,Description,Inscriptions and Colophons,Materials,Materials Glossary,Measurements,Object Type,Period,Place Made,Title
https://search.museums.ualberta.ca/21-21036,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_621_002_d01_s20-02v01.jpg,2005.5.621.2,unknown,clothing,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,"A semi-formal winter hat from the Qing dynasty, typically worn by first rank officials. This velvet hat has a wide brim with a red tassel adorning the crown. A red round coral finial sits atop the tassels, which, according to Huangchao liqi tushi (皇朝禮器圖式) or “Illustrated Regulations of the Ceremonial Paraphernalia of the Imperial Qing Dynasty”), means the wearer was a first rank official. The peacock  feather (2005.5.621.3) is secured below the finial with a brass attachment.",,brass; silk satin; silk velvet; silk twist; elastic; cotton,,overall: 14 cm,hat,Qing 19th century,China,Hat with Coral Finial
https://search.museums.ualberta.ca/21-19113,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_048_s22-02v01.jpg,2004.19.48,"Yu Fei'an											
											 
												
												
													
														View People Details »",paintings,Gift of Sandy and Cécile Mactaggart,Chinese,ca. 1951 - 1952,"This painting of two doves flying against a bright blue sky was created by Yu Fei’an (1889-1959).Curly clouds are painted in the upper left and lower right corners of the painting, creating a balance of forms. The bold colour contrast adds depth to the composition of the painting. Yu has utilized extremely fine brushwork to portray the detailed features of the doves’ heads, wings, tails, and claws, which brings the birds to life against the flat background.",Inscribed 'Fei'an (painted) at age 63' and impressed with 1artist seal.,ink and colour on silk,,sheet: 54.4 cm x 71.1 cm; image: 35.7 cm x 60.4 cm,painting,Modern 20th century,China,Doves
https://search.museums.ualberta.ca/21-19097,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_032_d01_s22-02v01.jpg,2004.19.32,Fan Yunlin,paintings,Gift of Sandy and Cécile Mactaggart,Chinese,1636,A hanging scroll painting depicting orchids.,Signed and inscribed by Fan Yunlin and impressed with 2 seals of the artist.  The scroll is also impressed with 3 collector's seals.,ink on silk,,sheet: 245.1 cm x 92 cm; image: 142.7 cm x 63.2 cm,hanging scroll,Ming 17th century,China,Orchids
https://search.museums.ualberta.ca/21-19460,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_032_d01_s22-02v01.jpg,2005.5.238,unknown,clothing,Gift of Sandy and Cécile Mactaggart,Chinese,1573-1619,"A pair of embroidered silk roundels with a dragon design, both mounted onto black backings. These roundels would have been cut from a dragon robe made during the Ming Dynasty (1368-1644). One dragon (2005.5.238.1) has a blue-and-orange-coloured body, while the other (2005.5.238.2) is green.",,cotton; gold wrapped silk thread; silk floss; plywood; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,roundel,Ming 16th-17th centuries,China,Two Embroidered Silk Dragon Roundels from a Robe
https://search.museums.ualberta.ca/21-20831,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_112_002_s19-12v01.jpg,2005.5.112.2,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,,,gold wrapped silk thread; silk brocade; silk damask; silk gauze; silk satin; silk tapestry weave,"Brocade; Tapestry Weave; Damask											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »
View Materials Glossary Details »",overall: 58.9 cm x 162.8 cm,panel,Qing 19th century,China,Blue Silk Tapestry Weave Fragment from the Skirt of a Formal Court Robe
https://search.museums.ualberta.ca/21-20146,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_002_s21-03v01.jpg,2004.19.1.1.2,"Huang Dao; Men Yingzhao; Jiang Renshu, and others",albums,Gift of Sandy and Cécile Mactaggart,Chinese,ca. 1759,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the left leaf of one folio (attached to 2004.19.1.3), which depicts a red pleated skirt. The Chinese script describes the pictorial content of the painting and is translated as ""illustration of Summer court skirt chaoqun for the Empress Dowager and Empress.""","皇太后 皇后夏朝裙圖 Translation of the Chinese text: ""Illustration of Summer court skirt chaoqun for the Empress Dowager and Empress""
On the reverse of the piece ""(66)"" is written by hand in pencil on the… 

													皇太后 皇后夏朝裙圖 Translation of the Chinese text: ""Illustration of Summer court skirt chaoqun for the Empress Dowager and Empress""
On the reverse of the piece ""(66)"" is written by hand in pencil on the upper right corner. 
Read More +",ink; silk; paper,skirt,sheet: 42.2 cm x 40.8 cm; image: 31.6 cm x 32.9 cm,album leaf,Qing 18th century,China,Album Leaf from Illustrations of Costumes from the Qianlong Court
https://search.museums.ualberta.ca/21-19401,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_179_ve_s21-03v01.jpg,2005.5.179,unknown,clothing,Gift of Sandy and Cécile Mactaggart,Chinese,1890-1900,,,red-brown silk twill embroidered with silk and metal-wrapped threads,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",overall: 141.5 cm x 213 cm; neck to hem: 141.5 cm; cuff to cuff: x 213 cm,robe,Qing 19th-20th centuries,China,Embroidered Brown Silk Imperial Dragon Robe for a Man
https://search.museums.ualberta.ca/21-20070,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_048_s21-10v01.jpg,2004.19.2.48,unknown,albums,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. This leaf, which is folded at the end of the album, contains an ink and watercolour painting that is slightly different, stylistically, from other paintings in the album. It depicts 29 musical instruments on a large page, including percussion instruments, stringed instruments, and woodwind instruments.",,ink; paper,,sheet: 46.7 cm x 58.2 cm; image: 44.4 cm x 57.1 cm,album leaf,Qing 18th century,China,Album Leaf from Illustrations of Chinese Costumes
https://search.museums.ualberta.ca/21-20565,https://media.museums.ualberta.ca/UAAC/full/2004/19-85-3_1.jpg,2004.19.85.3,unknown,containers,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,Inner storage box for handscroll.,,wood,,overall: 7.9 cm x 8 cm x 30.6 cm,box,Qing 17th century,China,Inner Box for Green Bamboo and Old Trees
https://search.museums.ualberta.ca/21-19780,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_558_002_re_s23-03v01.jpg,2005.5.558,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,1875-1908,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. 
This pair of rank badges features a xiezhi, a mythical creature with a goat- or ox-like body and a single horn on its head. It is gazing at the sun disk in the upper left corner. Renowned for distinguishing right from wrong, the xiezhi attacks the wicked, serving as a powerful symbol of justice. In the imperial court, it represented the role of the imperial censor, tasked with overseeing the ethical behaviour of officials.",,gold wrapped silk thread; silk; silk floss; silk gauze; needlework,,,rank badge,Qing 19th-20th centuries,China,Front and Back Panels of a Rank Badge for a Censor
https://search.museums.ualberta.ca/21-20893,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_245_001_ve_s20-02v01.jpg,2005.5.245.1,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,(gold dragon facing left; additional strip at top),,gold wrapped silk thread; silk floss; silk satin; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",overall: 63.8 cm x 11.6 cm,fragment,Ming 15th century,China,Embroidered Green Silk Fragment
https://search.museums.ualberta.ca/21-20795,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_410_001_re_m01_s20-02v01.jpg,2005.5.410.1,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,ca. 1900,,,silk cut velvet; synthetic fabric,,overall: 155.5 cm x 48.2 cm,chair cover,Qing 19th-20th centuries,China,Red and Blue Silk Velvet Chair Cover
https://search.museums.ualberta.ca/21-20869,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_050_001_s19-12v01.jpg,2005.5.50.1,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,(Dragon faces right),,metallic thread; silk; silk jacquard; silk satin,"Brocade											
											 
												
												
													
														View Materials Glossary Details »",overall: 88.9 cm x 58.1 cm,panel,Qing 19th century,China,Silk Brocade Panel made from a Fragment of a Dragon Robe
https://search.museums.ualberta.ca/11-4915,https://media.museums.ualberta.ca/UAAC/full/1995/95_002s01v01.jpg,1995.2,"Loewan, Amy",,Master of Fine Arts Thesis Presentation,,1994,,,"acrylic, chinese ink, watercolour on paper",,91.44 x 71.12 cm,collage,,,Nature Speaks #6
https://search.museums.ualberta.ca/21-20687,https://media.museums.ualberta.ca/UAAC/full/1995/95_002s01v01.jpg,2005.5.589.1,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,1862-1874,,,gold wrapped silk thread; ink; linen; silk; paper; adhesive tape; tapestry weave,,,rank badge,Qing 19th century,China,Right Side of the Front Panel of a Rank Badge for a Ninth Rank Civil Official
https://search.museums.ualberta.ca/21-20677,https://media.museums.ualberta.ca/UAAC/full/1995/95_002s01v01.jpg,2005.5.584.1,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,1851-1861,,,gold wrapped silk thread; linen; silk; paper; tapestry weave,,,rank badge,Qing 19th century,China,Right Side of the Front Panel of a Rank Badge for a Seventh Rank Civil Official
https://search.museums.ualberta.ca/21-20670,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_572_001_ve_s19-12v01.jpg,2005.5.572.1,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,1851-1861,"Qing Period (1644-1911), Fifth Rank Civil Official (Silver Pheasant)

(source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)",,copper-wrapped silk thread; gold wrapped silk thread; ink; tapestry weave; linen; silk; silver wrapped silk thread,,,rank badge,Qing 19th century,China,Front Panel of a Rank Badge for a Fifth Rank Civil Official
https://search.museums.ualberta.ca/21-19404,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_182_ve_s21-03v01.jpg,2005.5.182,unknown,clothing,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,,,yellow silk satin brocaded with silk and metal-wrapped threads,"Brocade											
											 
												
												
													
														View Materials Glossary Details »",overall: 135 cm x 197.3 cm; neck to hem: 135 cm; cuff to cuff: x 197.3 cm,robe,Qing 19th century,China,Yellow Silk Brocade Dragon Robe for a Woman
https://search.museums.ualberta.ca/21-19550,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_328_ve_s21-03v01.jpg,2005.5.328,unknown,clothing,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,,,blue silk and metal-wrapped thread tapestry weave,"Tapestry Weave											
											 
												
												
													
														View Materials Glossary Details »",overall: 137 cm x 210.5 cm; neck to hem: 137 cm; cuff to cuff: x 210.5 cm,robe,Qing 19th century,China,Blue Silk Tapestry Weave Dragon Robe for a Man
https://search.museums.ualberta.ca/21-23725,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_008_001_s20-02v01.jpg,2010.20.1.8.1,Gao Jin,published works,Gift of Sandy and Cécile Mactaggart,Chinese,1771,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volume 43, Chapter 106-108. Zouyi [Court memorials]. Woodblock printed, thread binding.",,"printed woodblock, thread binding",,overall: 29.8 cm x 20.5 cm,book,,China: Beijing,"Magnificent Record of the Southern Tours, volume 43, chapters 106-108"
https://search.museums.ualberta.ca/21-19672,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_450_re_s23-01v01.jpg,2005.5.450,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,,,silk; silk brocade; silk cut velvet; silk satin,"Brocade											
											 
												
												
													
														View Materials Glossary Details »",overall: 77.5 cm x 104.2 cm,panel,Qing 19th century,China,Silk Velvet Fragmentary Panel
https://search.museums.ualberta.ca/21-19886,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_068_001_014_s21-03v01.jpg,2004.19.68.1.14,unknown,prints,Gift of Sandy and Cécile Mactaggart,Chinese,1767-1774,"A printed calligraphic piece with two square red seals.  This manuscript goes along with engraving .68.1.25. It is number 14, chronologically, in the set of 16 copperplate engravings.",,silk; paper; ink,,overall: 63.2 cm x 112 cm; image: 52.5 cm x 93.1 cm,print,Qing 18th century,China,Print from the Qianlong Emperor’s Conquests
https://search.museums.ualberta.ca/21-19490,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_268_re_g05_s23-01v01.jpg,2005.5.268,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,,,gold wrapped silk thread; silk brocade; silk satin,"Brocade											
											 
												
												
													
														View Materials Glossary Details »",overall: 756 cm x 77.5 cm,yardage,Qing 19th-20th centuries,China,Complete Yardage for a Dragon Robe
https://search.museums.ualberta.ca/21-19629,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_407_ve_s21-03v01.jpg,2005.5.407,unknown,clothing,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,"The dragon robe, also called jifu, has a distinct  Manchu style, including a round neckline and long sleeves with horse hoof-shaped cuffs. The robe is full-length with slits. The robe opens on the wearer's right side and is fastened with small brass buttons. The pattern design on the robe consists of nine dragons, clouds, and auspicious emblems, as well as rocks, curling wave caps and diagonally-striped waves along the hem.
This blue dragon robe is embroidered using metallic threads for the dragons and multi-coloured silk floss  for the rest of the patterns. The body of the robe is made of light silk gauze, which would be preferable for warm summer weather.",,blue silk gauze embroidered with silk and metal-wrapped threads,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",overall: H. 142 cm x W. 231 cm,robe,Qing 19th century,China,Embroidered Blue Silk Gauze Court Dragon Robe for a Man
https://search.museums.ualberta.ca/21-19104,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_039_s22-02v01.jpg,2004.19.39,Su Renshan,paintings,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,A hanging scroll painting of a rocky wooded landscape.,Signed by Lingnan Su Changchun and impressed with 2 artist seals.,ink on paper,,sheet: 174.6 cm x 80.2 cm; image: 117.7 cm x 63.2 cm,hanging scroll,Qing 19th century,China,Landscape
https://search.museums.ualberta.ca/21-19122,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_039_s22-02v01.jpg,2004.19.57,Wang Shimin,paintings,Gift of Sandy and Cécile Mactaggart,Chinese,1657,A hanging scroll painting with storage bag.,,ink on paper,,sheet: 271.8 cm x 61.2 cm; image: 97.3 cm x 42.8 cm,hanging scroll set,Qing 17th century,China,Landscape Hanging Scroll with Storage Bag
https://search.museums.ualberta.ca/21-19388,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_166_ve_s21-03v01.jpg,2005.5.166,unknown,clothing,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,,,yellow silk satin embroidered with silk and metal-wrapped threads,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",overall: 101.5 cm x 149 cm; neck to hem: 101.5 cm; cuff to cuff: x 149 cm,robe,Qing 19th-20th centuries,China,Embroidered Imperial Yellow Silk Dragon Robe for an Emperor as a Child
https://search.museums.ualberta.ca/21-19085,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_020_g04_s21-10v01.jpg,2004.19.20,Dong Qichang,paintings,Gift of Sandy and Cécile Mactaggart,Chinese,1631,"This handscroll with calligraphy is attributed to Dong Qichang (1555-1636), who signed his name at the end and impressed three seals on the scroll. As suggested by the title Calligraphy in Running Script, the artist painted freely and quickly to create a unique style of cursive script calligraphy, rather than a legible section of prose. The calligraphy contains four Tang poems, including one poem by Cen Shen (715-770) and three poems by Wang Wei (692-761).
Dong Qichang was a remarkable calligrapher, painter, and art theoretician in the late Ming dynasty. He was also a politician and distinguished connoisseur who greatly influenced Chinese aesthetic theory.","Signed by Dong Qichang and impressed with 3 seals of the artist.  The scroll is also impressed with numerous collector's seals, including seals of Zhang Daqian.",ink on paper; silk; ivory,,sheet: 49.4 cm x 1727.2 cm; image: 47.8 cm x 1328.7 cm,handscroll,Ming 17th century,China,Calligraphy in Running Script
https://search.museums.ualberta.ca/21-19333,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_111_ve_s21-03v01.jpg,2005.5.111,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,"Green silk yardage embroidered with peonies, chrysanthemums, plum flowers and butterflies. The embroidery has been contained to the decorative area of a women's robe, as this yardage had yet to be cut and sewn into the final garment. There is an overlapping section of fabric, which would have become the front flap of the robe. This yardage was made in the late 19th century, as the vibrant colours were made with synthetic aniline dyes.",,silk floss; silk twill; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",overall: 299.7 cm x 152.5 cm,yardage,Qing 19th century,China,Embroidered Green Silk Yardage for a Woman's Robe
https://search.museums.ualberta.ca/21-20688,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_111_ve_s21-03v01.jpg,2005.5.589.2,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,1862-1874,,,gold wrapped silk thread; ink; linen; silk; paper; adhesive tape; tapestry weave,,,rank badge,Qing 19th century,China,Left Side of the Front Panel of a Rank Badge for a Ninth Rank Civil Official
https://search.museums.ualberta.ca/21-19243,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_021_ve_s20-02v01.jpg,2005.5.21,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,,,dark blue silk satin embroidered with silk and metal-wrapped threads,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",overall: 85.4 cm x 212.6 cm,table frontal,Qing 18th-19th centuries,China,Embroidered Blue Silk Table Frontal
https://search.museums.ualberta.ca/21-19427,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_205_ve_s20-02v01.jpg,2005.5.205,unknown,clothing,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,,,brown silk satin brocaded with metal-wrapped threads,"Brocade											
											 
												
												
													
														View Materials Glossary Details »",overall: 100 cm x 139 cm,jacket,Qing 19th century,China,Brown Silk Brocade Jacket for a Woman
https://search.museums.ualberta.ca/21-19083,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_018_g05_s21-10v01.jpg,2004.19.18,Zhao Mengfu,paintings,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,A handscroll of twelve poems that describe the monthly activities of the agricultural year and another twelve poems about the activities of silk cultivation.,"Signed by Zhao Mengfu of Wuxing and impressed with 1 seal of the artist.  The scroll is inscribed: “I composed these poems several years ago and my friend Zi Zhong read and appreciated them.  At his request, I have…												

													Signed by Zhao Mengfu of Wuxing and impressed with 1 seal of the artist.  The scroll is inscribed: “I composed these poems several years ago and my friend Zi Zhong read and appreciated them.  At his request, I have written this for him” and is impressed with 22 collector's seals, including seals from: Wang Hongxu (1645-1723), Wu Yun (1811-1883).												
Read More +",ink on paper,,sheet: 27.2 cm x 1127.8 cm; image: 26.1 cm x 666.8 cm,handscroll,Yuan 13th-14th centuries,China,Twelve Poems in Semi-Cursive Script
https://search.museums.ualberta.ca/21-19782,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_560_002_re_s19-12v01.jpg,2005.5.560,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,1851-1861,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. 
This pair of rank badges features a wild goose, symbolizing a fourth rank civil official. Perched on a rock amid waves, the goose gazes toward the sun disc in the upper right corner. Ruyi-shaped clouds and bats decorate the sky. The badge is woven in tapestry (kesi), and ink was used for details and colour gradation.",,linen; silk,,,rank badge,Qing 19th century,China,Front and Back Panels of a Rank Badge for a Fourth Rank Civil Official
https://search.museums.ualberta.ca/21-20540,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_560_002_re_s19-12v01.jpg,2004.19.64.3.2,unknown,containers,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,Lid of storage box for handscroll.,,varnished wood with silk lining,,0.6 cm x 7.0 cm x 34.5 cm,"box, lid",Qing 17th-18th centuries,China,Lid of Box for Summer Retreat in a River Village
https://search.museums.ualberta.ca/21-20270,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_061_s21-03v01.jpg,2004.19.1.1.61,unknown,albums,Gift of Sandy and Cécile Mactaggart,Chinese,ca. 1759,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the right leaf of one folio (attached to 2004.19.1.60) and it contains nine columns of regular script calligraphy describing the details of a winter court hat. The text on this leaf continues onto the attached left leaf.","皇太后 皇后冬朝冠  謹按 本朝定制 皇太后 皇后冬朝冠 薰貂為之 上綴朱緯 頂三層 貫東珠各一 皆承以金鳳 飾東珠各三 珍珠各十七 上銜大東珠 朱緯上週綴金鳳七…												

													皇太后 皇后冬朝冠  謹按 本朝定制 皇太后 皇后冬朝冠 薰貂為之 上綴朱緯 頂三層 貫東珠各一 皆承以金鳳 飾東珠各三 珍珠各十七 上銜大東珠 朱緯上週綴金鳳七 飾東... Translation of the Chinese text: "" Winter court hat chaoguan for the Empress Dowager and Empress/In accordance with the decree of the present dynasty:/The winter hat of the Empress Dowager and Empress is made of sable fur, adorned above with rows of red floss silk tassels. There are three levels to the finial on top, each level separated by one eastern pearl [a freshwater pearl from Songhuajiang, Manchuria, also called ""northern pearls""] supported by one golden phoenix (which are themselves each adorned with three eastern pearls, and 17 precious pearls), and the finial top is a great eastern pearl. The red floss silk tassels above are adorned with golden phoenix, seven in numbers,... [text continued on left leaf, 2004.19.1.1.60]""
(Translated and transcribed by Lisa Claypool, Ed., China’s Imperial Modern: The Painter’s Craft, Edmonton, AB: University of Alberta Museums, 2012, p. 102)
On the reverse of the piece ""(7)"" is handwritten in pencil on the upper left corner.  Below the pencil number are two black ink markings. 
Read More +",ink; silk; paper,,sheet: 42.2 cm x 40.8 cm; image: 34.6 cm x 31.6 cm,album leaf,Qing 18th century,China,Album Leaf from Illustrations of Costumes from the Qianlong Court
https://search.museums.ualberta.ca/21-19341,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_119_s19-12v01.jpg,2005.5.119,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,1920-1929,,,silk; silk brocade; silk floss; silk ribbon; silk satin; embroidery,"Brocade; Embroidery											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »",overall: 65.8 cm x 153.5 cm,panel,Modern 20th century,China,Embroidered Cream Silk Satin Panel
https://search.museums.ualberta.ca/21-20559,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_076_001_m01_s22-02v01.jpg,2004.19.76.1,Xia Chang,paintings,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,A hanging scroll painting of bamboo and a rock.,Signed by Xia Chang Zhongzhao.  The scroll also has 2 collector's seals.,ink on silk,,sheet: 233.4 cm x 79.1 cm; image: 120 cm x 61.9 cm,hanging scroll,Ming 15th century,China,Bamboo in the Wind
https://search.museums.ualberta.ca/21-19748,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_526_d01_s19-12v01.jpg,2005.5.526,unknown,clothing,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,,,off-white silk satin embroidered with silk,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",overall: 104.3 cm x 127.2 cm,skirt,Qing 19th century,China,Embroidered Cream Silk Skirt for a Woman
https://search.museums.ualberta.ca/21-20571,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_526_d01_s19-12v01.jpg,2004.19.91.1,"Wang Ziwu											
											 
												
												
													
														View People Details »",paintings,Gift of Sandy and Cécile Mactaggart,Chinese,1987,A hanging scroll portrait painting of Qi Baishi.,The scroll is signed by Ziwu and is impressed with 2 artist seals.,ink on paper,,overall: 243.8 cm x 83.6 cm; image: 136 cm x 69.2 cm,hanging scroll,Modern 20th century,China,Portrait of Qi Baishi
https://search.museums.ualberta.ca/21-19517,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_526_d01_s19-12v01.jpg,2005.5.295,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,,,gold wrapped silk thread; silk; silk brocade; silk satin; embroidery,"Brocade; Embroidery											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »",,cushion cover,Qing 19th century,China,Three Embroidered Red Silk Cushion Covers
https://search.museums.ualberta.ca/21-20109,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_003_022_s21-03v01.jpg,2004.19.3.22,unknown,albums,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,A painting of two butterflies and one grasshopper.,,ink; paper,,sheet: 35.4 cm x 43.2 cm; image: 26.1 cm x 22.9 cm,album leaf,Qing 18th-19th centuries,China,Album Leaf from Insects
https://search.museums.ualberta.ca/21-20874,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_115_002_ve_s23-01v01.jpg,2005.5.115.2,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,,,gold wrapped silk thread; silk gauze; silver wrapped silk thread,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",overall: 83.5 cm x 79 cm,yardage,Qing 19th-20th centuries,China,Embroidered Blue Silk Gauze for an Woman's Informal Robe
https://search.museums.ualberta.ca/21-24285,https://media.museums.ualberta.ca/UAAC/fullres/2010/2010_021_002_002_ve_g02_s22-02v01.jpg,2010.21.2.2,unknown,textiles,Gift of Sandy and Cécile Mactaggart,Chinese,19th century,"One of a pair of Chinese wool pile pillar carpet with pale yellow fields decorated with a five-clawed dragon, surrounded by emblems of the eight Buddhist treasures and clouds. The top portion of the carpet has stellar medallion and pendant designs and the bottom is decorated with a rock, stylized waves and stripes.",,Dyed wool pile,,overall: 238.5 cm x 88 cm x 1.7 cm,carpet,,China,One of a pair of Wool Pile Pillar Carpet
https://search.museums.ualberta.ca/21-20904,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_087_003_ve_s20-02v01.jpg,2005.5.87.3,unknown,costume accessories,Gift of Sandy and Cécile Mactaggart,Chinese,date unknown,,,silk satin; embroidery; silk floss; cotton; gold wrapped silk thread; linen,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",overall: 25.9 cm x 8.3 cm x .5 cm,purse,Qing 19th century,China,Embroidered Silk Purse
